county_pid,owner,owner_group,situs_address,municipality,property_use,property_type,acres,total_value,touching_parcels,touching_parcels_not_county_owned,polaris_url
17307138,MECKLENBURG COUNTY,County government,2638 ARCHDALE DR CHARLOTTE NC,CHARLOTTE,GREENWAY TRAIL,"Public land, ROW & utility",5.690,370500,152,149,https://polaris3g.mecklenburgcountync.gov/?pid=17307138
20909301,MECKLENBURG COUNTY,County government,6001 QUAIL HOLLOW RD CHARLOTTE NC,CHARLOTTE,SCHOOL - PUBLIC,Institutional,14.027,12544900,149,149,https://polaris3g.mecklenburgcountync.gov/?pid=20909301
12710C97,MECKLENBURG COUNTY,County government,3009 CHANTILLY LN CHARLOTTE NC,CHARLOTTE,OTHER COUNTY PROPERTY,"Public land, ROW & utility",5.211,0,137,7,https://polaris3g.mecklenburgcountync.gov/?pid=12710C97
12710C97,MECKLENBURG COUNTY,County government,3015 CHANTILLY LN CHARLOTTE NC,CHARLOTTE,OTHER COUNTY PROPERTY,"Public land, ROW & utility",5.211,0,137,7,https://polaris3g.mecklenburgcountync.gov/?pid=12710C97
12710C97,MECKLENBURG COUNTY,County government,646 CAVALIER CT CHARLOTTE NC,CHARLOTTE,OTHER COUNTY PROPERTY,"Public land, ROW & utility",5.211,0,137,7,https://polaris3g.mecklenburgcountync.gov/?pid=12710C97
12710C97,MECKLENBURG COUNTY,County government,646 CAVALIER CT CHARLOTTE NC,CHARLOTTE,OTHER COUNTY PROPERTY,"Public land, ROW & utility",5.211,0,137,7,https://polaris3g.mecklenburgcountync.gov/?pid=12710C97
12710C97,MECKLENBURG COUNTY,County government,638 CAVALIER CT CHARLOTTE NC,CHARLOTTE,OTHER COUNTY PROPERTY,"Public land, ROW & utility",5.211,0,137,7,https://polaris3g.mecklenburgcountync.gov/?pid=12710C97
12710C97,MECKLENBURG COUNTY,County government,634 CAVALIER CT CHARLOTTE NC,CHARLOTTE,OTHER COUNTY PROPERTY,"Public land, ROW & utility",5.211,0,137,7,https://polaris3g.mecklenburgcountync.gov/?pid=12710C97
12710C97,MECKLENBURG COUNTY,County government,628 CAVALIER CT CHARLOTTE NC,CHARLOTTE,OTHER COUNTY PROPERTY,"Public land, ROW & utility",5.211,0,137,7,https://polaris3g.mecklenburgcountync.gov/?pid=12710C97
12710C97,MECKLENBURG COUNTY,County government,624 CAVALIER CT CHARLOTTE NC,CHARLOTTE,OTHER COUNTY PROPERTY,"Public land, ROW & utility",5.211,0,137,7,https://polaris3g.mecklenburgcountync.gov/?pid=12710C97
12710C97,MECKLENBURG COUNTY,County government,620 CAVALIER CT CHARLOTTE NC,CHARLOTTE,OTHER COUNTY PROPERTY,"Public land, ROW & utility",5.211,0,137,7,https://polaris3g.mecklenburgcountync.gov/?pid=12710C97
12710C97,MECKLENBURG COUNTY,County government,3011 CHANTILLY LN CHARLOTTE NC,CHARLOTTE,OTHER COUNTY PROPERTY,"Public land, ROW & utility",5.211,0,137,7,https://polaris3g.mecklenburgcountync.gov/?pid=12710C97
12710C97,MECKLENBURG COUNTY,County government,3011 CHANTILLY LN CHARLOTTE NC,CHARLOTTE,OTHER COUNTY PROPERTY,"Public land, ROW & utility",5.211,0,137,7,https://polaris3g.mecklenburgcountync.gov/?pid=12710C97
12710C97,MECKLENBURG COUNTY,County government,646 CAVALIER CT CHARLOTTE NC,CHARLOTTE,OTHER COUNTY PROPERTY,"Public land, ROW & utility",5.211,0,137,7,https://polaris3g.mecklenburgcountync.gov/?pid=12710C97
12710C97,MECKLENBURG COUNTY,County government,646 CAVALIER CT CHARLOTTE NC,CHARLOTTE,OTHER COUNTY PROPERTY,"Public land, ROW & utility",5.211,0,137,7,https://polaris3g.mecklenburgcountync.gov/?pid=12710C97
12710C97,MECKLENBURG COUNTY,County government,646 CAVALIER CT CHARLOTTE NC,CHARLOTTE,OTHER COUNTY PROPERTY,"Public land, ROW & utility",5.211,0,137,7,https://polaris3g.mecklenburgcountync.gov/?pid=12710C97
12710C97,MECKLENBURG COUNTY,County government,638 CAVALIER CT CHARLOTTE NC,CHARLOTTE,OTHER COUNTY PROPERTY,"Public land, ROW & utility",5.211,0,137,7,https://polaris3g.mecklenburgcountync.gov/?pid=12710C97
12710C97,MECKLENBURG COUNTY,County government,638 CAVALIER CT CHARLOTTE NC,CHARLOTTE,OTHER COUNTY PROPERTY,"Public land, ROW & utility",5.211,0,137,7,https://polaris3g.mecklenburgcountync.gov/?pid=12710C97
12710C97,MECKLENBURG COUNTY,County government,628 CAVALIER CT CHARLOTTE NC,CHARLOTTE,OTHER COUNTY PROPERTY,"Public land, ROW & utility",5.211,0,137,7,https://polaris3g.mecklenburgcountync.gov/?pid=12710C97
12710C97,MECKLENBURG COUNTY,County government,628 CAVALIER CT CHARLOTTE NC,CHARLOTTE,OTHER COUNTY PROPERTY,"Public land, ROW & utility",5.211,0,137,7,https://polaris3g.mecklenburgcountync.gov/?pid=12710C97
12710C97,MECKLENBURG COUNTY,County government,620 CAVALIER CT CHARLOTTE NC,CHARLOTTE,OTHER COUNTY PROPERTY,"Public land, ROW & utility",5.211,0,137,7,https://polaris3g.mecklenburgcountync.gov/?pid=12710C97
12710C97,MECKLENBURG COUNTY,County government,620 CAVALIER CT CHARLOTTE NC,CHARLOTTE,OTHER COUNTY PROPERTY,"Public land, ROW & utility",5.211,0,137,7,https://polaris3g.mecklenburgcountync.gov/?pid=12710C97
12710C97,MECKLENBURG COUNTY,County government,3011 CHANTILLY LN CHARLOTTE NC,CHARLOTTE,OTHER COUNTY PROPERTY,"Public land, ROW & utility",5.211,0,137,7,https://polaris3g.mecklenburgcountync.gov/?pid=12710C97
12710C97,MECKLENBURG COUNTY,County government,3011 CHANTILLY LN CHARLOTTE NC,CHARLOTTE,OTHER COUNTY PROPERTY,"Public land, ROW & utility",5.211,0,137,7,https://polaris3g.mecklenburgcountync.gov/?pid=12710C97
12710C97,MECKLENBURG COUNTY,County government,3015 CHANTILLY LN CHARLOTTE NC,CHARLOTTE,OTHER COUNTY PROPERTY,"Public land, ROW & utility",5.211,0,137,7,https://polaris3g.mecklenburgcountync.gov/?pid=12710C97
12710C97,MECKLENBURG COUNTY,County government,642 CAVALIER CT CHARLOTTE NC,CHARLOTTE,OTHER COUNTY PROPERTY,"Public land, ROW & utility",5.211,0,137,7,https://polaris3g.mecklenburgcountync.gov/?pid=12710C97
12710C97,MECKLENBURG COUNTY,County government,638 CAVALIER CT CHARLOTTE NC,CHARLOTTE,OTHER COUNTY PROPERTY,"Public land, ROW & utility",5.211,0,137,7,https://polaris3g.mecklenburgcountync.gov/?pid=12710C97
12710C97,MECKLENBURG COUNTY,County government,638 CAVALIER CT CHARLOTTE NC,CHARLOTTE,OTHER COUNTY PROPERTY,"Public land, ROW & utility",5.211,0,137,7,https://polaris3g.mecklenburgcountync.gov/?pid=12710C97
12710C97,MECKLENBURG COUNTY,County government,628 CAVALIER CT CHARLOTTE NC,CHARLOTTE,OTHER COUNTY PROPERTY,"Public land, ROW & utility",5.211,0,137,7,https://polaris3g.mecklenburgcountync.gov/?pid=12710C97
12710C97,MECKLENBURG COUNTY,County government,624 CAVALIER CT CHARLOTTE NC,CHARLOTTE,OTHER COUNTY PROPERTY,"Public land, ROW & utility",5.211,0,137,7,https://polaris3g.mecklenburgcountync.gov/?pid=12710C97
12710C97,MECKLENBURG COUNTY,County government,620 CAVALIER CT CHARLOTTE NC,CHARLOTTE,OTHER COUNTY PROPERTY,"Public land, ROW & utility",5.211,0,137,7,https://polaris3g.mecklenburgcountync.gov/?pid=12710C97
12710C97,MECKLENBURG COUNTY,County government,3011 CHANTILLY LN CHARLOTTE NC,CHARLOTTE,OTHER COUNTY PROPERTY,"Public land, ROW & utility",5.211,0,137,7,https://polaris3g.mecklenburgcountync.gov/?pid=12710C97
12710C97,MECKLENBURG COUNTY,County government,3015 CHANTILLY LN CHARLOTTE NC,CHARLOTTE,OTHER COUNTY PROPERTY,"Public land, ROW & utility",5.211,0,137,7,https://polaris3g.mecklenburgcountync.gov/?pid=12710C97
12710C97,MECKLENBURG COUNTY,County government,3015 CHANTILLY LN CHARLOTTE NC,CHARLOTTE,OTHER COUNTY PROPERTY,"Public land, ROW & utility",5.211,0,137,7,https://polaris3g.mecklenburgcountync.gov/?pid=12710C97
12710C97,MECKLENBURG COUNTY,County government,646 CAVALIER CT CHARLOTTE NC,CHARLOTTE,OTHER COUNTY PROPERTY,"Public land, ROW & utility",5.211,0,137,7,https://polaris3g.mecklenburgcountync.gov/?pid=12710C97
12710C97,MECKLENBURG COUNTY,County government,634 CAVALIER CT CHARLOTTE NC,CHARLOTTE,OTHER COUNTY PROPERTY,"Public land, ROW & utility",5.211,0,137,7,https://polaris3g.mecklenburgcountync.gov/?pid=12710C97
12710C97,MECKLENBURG COUNTY,County government,634 CAVALIER CT CHARLOTTE NC,CHARLOTTE,OTHER COUNTY PROPERTY,"Public land, ROW & utility",5.211,0,137,7,https://polaris3g.mecklenburgcountync.gov/?pid=12710C97
12710C97,MECKLENBURG COUNTY,County government,628 CAVALIER CT CHARLOTTE NC,CHARLOTTE,OTHER COUNTY PROPERTY,"Public land, ROW & utility",5.211,0,137,7,https://polaris3g.mecklenburgcountync.gov/?pid=12710C97
12710C97,MECKLENBURG COUNTY,County government,628 CAVALIER CT CHARLOTTE NC,CHARLOTTE,OTHER COUNTY PROPERTY,"Public land, ROW & utility",5.211,0,137,7,https://polaris3g.mecklenburgcountync.gov/?pid=12710C97
12710C97,MECKLENBURG COUNTY,County government,3009 CHANTILLY LN CHARLOTTE NC,CHARLOTTE,OTHER COUNTY PROPERTY,"Public land, ROW & utility",5.211,0,137,7,https://polaris3g.mecklenburgcountync.gov/?pid=12710C97
12710C97,MECKLENBURG COUNTY,County government,3009 CHANTILLY LN CHARLOTTE NC,CHARLOTTE,OTHER COUNTY PROPERTY,"Public land, ROW & utility",5.211,0,137,7,https://polaris3g.mecklenburgcountync.gov/?pid=12710C97
12710C97,MECKLENBURG COUNTY,County government,3009 CHANTILLY LN CHARLOTTE NC,CHARLOTTE,OTHER COUNTY PROPERTY,"Public land, ROW & utility",5.211,0,137,7,https://polaris3g.mecklenburgcountync.gov/?pid=12710C97
12710C97,MECKLENBURG COUNTY,County government,3011 CHANTILLY LN CHARLOTTE NC,CHARLOTTE,OTHER COUNTY PROPERTY,"Public land, ROW & utility",5.211,0,137,7,https://polaris3g.mecklenburgcountync.gov/?pid=12710C97
12710C97,MECKLENBURG COUNTY,County government,642 CAVALIER CT CHARLOTTE NC,CHARLOTTE,OTHER COUNTY PROPERTY,"Public land, ROW & utility",5.211,0,137,7,https://polaris3g.mecklenburgcountync.gov/?pid=12710C97
12710C97,MECKLENBURG COUNTY,County government,642 CAVALIER CT CHARLOTTE NC,CHARLOTTE,OTHER COUNTY PROPERTY,"Public land, ROW & utility",5.211,0,137,7,https://polaris3g.mecklenburgcountync.gov/?pid=12710C97
12710C97,MECKLENBURG COUNTY,County government,642 CAVALIER CT CHARLOTTE NC,CHARLOTTE,OTHER COUNTY PROPERTY,"Public land, ROW & utility",5.211,0,137,7,https://polaris3g.mecklenburgcountync.gov/?pid=12710C97
12710C97,MECKLENBURG COUNTY,County government,638 CAVALIER CT CHARLOTTE NC,CHARLOTTE,OTHER COUNTY PROPERTY,"Public land, ROW & utility",5.211,0,137,7,https://polaris3g.mecklenburgcountync.gov/?pid=12710C97
12710C97,MECKLENBURG COUNTY,County government,624 CAVALIER CT CHARLOTTE NC,CHARLOTTE,OTHER COUNTY PROPERTY,"Public land, ROW & utility",5.211,0,137,7,https://polaris3g.mecklenburgcountync.gov/?pid=12710C97
12710C97,MECKLENBURG COUNTY,County government,624 CAVALIER CT CHARLOTTE NC,CHARLOTTE,OTHER COUNTY PROPERTY,"Public land, ROW & utility",5.211,0,137,7,https://polaris3g.mecklenburgcountync.gov/?pid=12710C97
12710C97,MECKLENBURG COUNTY,County government,620 CAVALIER CT CHARLOTTE NC,CHARLOTTE,OTHER COUNTY PROPERTY,"Public land, ROW & utility",5.211,0,137,7,https://polaris3g.mecklenburgcountync.gov/?pid=12710C97
12710C97,MECKLENBURG COUNTY,County government,620 CAVALIER CT CHARLOTTE NC,CHARLOTTE,OTHER COUNTY PROPERTY,"Public land, ROW & utility",5.211,0,137,7,https://polaris3g.mecklenburgcountync.gov/?pid=12710C97
12710C97,MECKLENBURG COUNTY,County government,3009 CHANTILLY LN CHARLOTTE NC,CHARLOTTE,OTHER COUNTY PROPERTY,"Public land, ROW & utility",5.211,0,137,7,https://polaris3g.mecklenburgcountync.gov/?pid=12710C97
12710C97,MECKLENBURG COUNTY,County government,3009 CHANTILLY LN CHARLOTTE NC,CHARLOTTE,OTHER COUNTY PROPERTY,"Public land, ROW & utility",5.211,0,137,7,https://polaris3g.mecklenburgcountync.gov/?pid=12710C97
12710C97,MECKLENBURG COUNTY,County government,3015 CHANTILLY LN CHARLOTTE NC,CHARLOTTE,OTHER COUNTY PROPERTY,"Public land, ROW & utility",5.211,0,137,7,https://polaris3g.mecklenburgcountync.gov/?pid=12710C97
12710C97,MECKLENBURG COUNTY,County government,3015 CHANTILLY LN CHARLOTTE NC,CHARLOTTE,OTHER COUNTY PROPERTY,"Public land, ROW & utility",5.211,0,137,7,https://polaris3g.mecklenburgcountync.gov/?pid=12710C97
12710C97,MECKLENBURG COUNTY,County government,642 CAVALIER CT CHARLOTTE NC,CHARLOTTE,OTHER COUNTY PROPERTY,"Public land, ROW & utility",5.211,0,137,7,https://polaris3g.mecklenburgcountync.gov/?pid=12710C97
12710C97,MECKLENBURG COUNTY,County government,642 CAVALIER CT CHARLOTTE NC,CHARLOTTE,OTHER COUNTY PROPERTY,"Public land, ROW & utility",5.211,0,137,7,https://polaris3g.mecklenburgcountync.gov/?pid=12710C97
12710C97,MECKLENBURG COUNTY,County government,634 CAVALIER CT CHARLOTTE NC,CHARLOTTE,OTHER COUNTY PROPERTY,"Public land, ROW & utility",5.211,0,137,7,https://polaris3g.mecklenburgcountync.gov/?pid=12710C97
12710C97,MECKLENBURG COUNTY,County government,634 CAVALIER CT CHARLOTTE NC,CHARLOTTE,OTHER COUNTY PROPERTY,"Public land, ROW & utility",5.211,0,137,7,https://polaris3g.mecklenburgcountync.gov/?pid=12710C97
12710C97,MECKLENBURG COUNTY,County government,624 CAVALIER CT CHARLOTTE NC,CHARLOTTE,OTHER COUNTY PROPERTY,"Public land, ROW & utility",5.211,0,137,7,https://polaris3g.mecklenburgcountync.gov/?pid=12710C97
12710C97,MECKLENBURG COUNTY,County government,624 CAVALIER CT CHARLOTTE NC,CHARLOTTE,OTHER COUNTY PROPERTY,"Public land, ROW & utility",5.211,0,137,7,https://polaris3g.mecklenburgcountync.gov/?pid=12710C97
12710C97,MECKLENBURG COUNTY,County government,3011 CHANTILLY LN CHARLOTTE NC,CHARLOTTE,OTHER COUNTY PROPERTY,"Public land, ROW & utility",5.211,0,137,7,https://polaris3g.mecklenburgcountync.gov/?pid=12710C97
